형태소,품사,분류,카운트
없다,Adjective,4,4
없다,Adjective,5,3
없다고,Adjective,1,4
없다고,Adjective,2,4
없다고,Adjective,3,1
없다고,Adjective,4,2
없다고,Adjective,5,2
없다고만,Adjective,1,2
없다구,Adjective,1,1
없다는,Adjective,3,2
없다는,Adjective,4,3
없다는거,Adjective,4,1
없다는것과,Adjective,4,1
없다는것만,Adjective,4,1
없다는게,Adjective,1,1
없다는게,Adjective,2,2
없다며,Adjective,1,1
없다면,Adjective,4,1
없다면,Adjective,5,1
없답니다,Adjective,4,1
없더군요,Adjective,1,1
없더군요,Adjective,2,1
없더라구요,Adjective,5,3
없던,Adjective,4,1
없던,Adjective,5,4
없도록,Adjective,5,1
없슴,Noun,4,1
없습니다,Adjective,1,4
없습니다,Adjective,2,6
없습니다,Adjective,3,5
없습니다,Adjective,4,11
없습니다,Adjective,5,13
없습니다,Adjective,8,1
없습니다만,Adjective,3,1
없습니다만,Adjective,4,1
없애,Verb,4,1
없어,Adjective,1,4
없어,Adjective,2,2
없어,Adjective,3,5
없어,Adjective,4,3
없어,Adjective,5,10
없어도,Adjective,3,1
없어도,Adjective,4,1
없어도,Adjective,5,1
없어서,Adjective,1,4
없어서,Adjective,2,1
없어서,Adjective,3,9
없어서,Adjective,4,16
없어서,Adjective,5,21
없어서도,Adjective,5,1
없어서요,Adjective,5,1
없어요,Adjective,1,1
없어요,Adjective,2,1
없어요,Adjective,3,3
없어요,Adjective,4,3
없어요,Adjective,5,9
없어용,Adjective,4,1
없어져서,Verb,5,1
없어졌다고,Verb,5,1
없어졌지만,Verb,4,1
없어지네요,Verb,5,1
없어지면,Verb,5,1
없어지지,Verb,3,1
없엇으,Noun,5,1
없었거든요,Adjective,5,1
없었고,Adjective,1,2
없었고,Adjective,4,4
없었고,Adjective,5,12
없었냐는,Adjective,3,1
없었네요,Adjective,4,1
없었네요,Adjective,5,1
없었는데,Adjective,3,1
없었는데,Adjective,5,8
없었는데도,Adjective,5,1
없었다,Adjective,1,1
없었다,Adjective,3,1
없었다,Adjective,4,2
없었다,Adjective,5,6
없었다는,Adjective,5,1
없었다는것,Adjective,4,1
없었다는게,Adjective,5,1
없었다면,Adjective,4,1
없었다면,Adjective,5,1
없었던건,Adjective,5,1
없었습니다,Adjective,1,6
없었습니다,Adjective,2,1
없었습니다,Adjective,3,1
없었습니다,Adjective,4,5
없었습니다,Adjective,5,16
없었어요,Adjective,2,1
없었어요,Adjective,3,1
없었어요,Adjective,4,4
없었어요,Adjective,5,9
없었으나,Adjective,4,1
없었으니,Adjective,2,1
없었으며,Adjective,1,1
없었으며,Adjective,5,2
없었음,Adjective,1,1
없었음,Adjective,2,1
없었음,Adjective,3,2
없었음,Adjective,4,2
없었음,Adjective,5,4
없었지만,Adjective,4,3
없었지만,Adjective,5,5
없으,Adjective,1,1
없으,Adjective,5,1
없으나,Adjective,1,1
없으나,Adjective,3,1
없으나,Adjective,5,1
없으니,Adjective,1,1
없으니,Adjective,2,1
없으니,Adjective,3,1
없으니,Adjective,4,1
없으니,Adjective,5,3
없으며,Adjective,5,1
없으면,Adjective,4,1
없으면,Adjective,5,1
없으셔서,Adjective,4,1
없으시면,Adjective,5,1
없으신,Adjective,1,1
없으실듯,Adjective,5,1
없으십니다,Adjective,5,1
없을,Adjective,1,3
없을,Adjective,2,1
없을,Adjective,3,1
없을,Adjective,5,6
없을거,Adjective,3,1
없을거,Adjective,4,1
없을것,Adjective,5,3
없을만큼,Adjective,5,1
없을시,Adjective,3,1
없을텐데,Adjective,5,1
없음,Adjective,1,10
없음,Adjective,2,2
없음,Adjective,3,5
없음,Adjective,4,5
없음,Adjective,5,6
없이,Adverb,1,16
없이,Adverb,2,6
없이,Adverb,3,4
없이,Adverb,4,18
없이,Adverb,5,75
없이,Adverb,8,3
없이는,Adjective,5,2
없이도,Adjective,1,1
없이도,Adjective,5,2
없자,Adjective,4,1
없죠,Adjective,2,1
없죠,Adjective,5,1
없지,Adjective,2,1
없지,Adjective,4,1
없지만,Adjective,1,1
없지만,Adjective,2,3
없지만,Adjective,3,1
없지만,Adjective,4,2
없지만,Adjective,5,9
엇,VerbPrefix,4,1
엇,VerbPrefix,5,3
엇그제,Noun,5,1
엇어,Noun,5,1
었,Noun,1,1
었는데,Noun,1,1
엉,Exclamation,5,1
엉망,Noun,1,4
엉망,Noun,2,2
엉망,Noun,4,1
에,Foreign,1,4
에,Foreign,2,3
에,Foreign,3,5
에,Foreign,4,8
에,Foreign,5,29
에,Josa,1,242
에,Josa,2,104
에,Josa,3,181
에,Josa,4,558
에,Josa,5,1716
에,Josa,8,5
에가,Josa,5,1
에갔더니,Foreign,4,1
에게,Josa,1,14
에게,Josa,2,4
에게,Josa,3,4
에게,Josa,4,6
에게,Josa,5,59
에게는,Josa,3,1
에게는,Josa,4,3
에게는,Josa,5,10
에게도,Josa,1,1
에게도,Josa,4,2
에게도,Josa,5,8
에게서,Josa,1,1
에게서,Josa,5,1
에겐,Josa,4,2
에겐,Josa,5,5
에나,Josa,5,1
에너지,Noun,2,1
에너지,Noun,5,1
에는,Foreign,5,1
에는,Josa,1,17
에는,Josa,2,10
에는,Josa,3,14
에는,Josa,4,45
에는,Josa,5,99
에다,Josa,1,1
에다,Josa,4,1
에다가,Josa,1,1
에다가,Josa,5,1
에도,Foreign,5,1
에도,Josa,1,9
에도,Josa,2,7
에도,Josa,3,10
에도,Josa,4,28
에도,Josa,5,168
에두,Noun,5,1
에드,Noun,5,1
에든,Josa,5,1
에르메스,Noun,5,2
에만,Josa,2,2
에만,Josa,4,5
에만,Josa,5,13
에서,Foreign,3,1
에서,Josa,1,60
에서,Josa,2,20
에서,Josa,3,55
에서,Josa,4,176
에서,Josa,5,573
에서가,Josa,5,1
에서나,Josa,5,1
에서는,Josa,1,4
에서는,Josa,2,4
에서는,Josa,3,6
에서는,Josa,4,13
에서는,Josa,5,19
에서는,Josa,8,1
에서도,Josa,1,4
에서도,Josa,2,2
에서도,Josa,3,2
에서도,Josa,4,5
에서도,Josa,5,33
에서만,Josa,4,3
에서만,Josa,5,22
에서부터,Josa,4,1
에서부터,Josa,5,14
에서의,Josa,2,4
에서의,Josa,3,1
에서의,Josa,4,5
에서의,Josa,5,21
에선,Josa,3,2
에선,Josa,4,4
에선,Josa,5,3
에스,Noun,3,1
에스,Noun,4,1
에스컬레이터,Noun,5,1
에야,Josa,4,1
에어,Noun,4,1
에어,Noun,5,1
에어라인,Noun,5,1
에어컨,Noun,1,15
에어컨,Noun,2,1
에어컨,Noun,3,1
에어컨,Noun,4,4
에어컨,Noun,8,1
에어컨디셔너,Noun,5,1
에어콘,Noun,3,1
에어콘,Noun,5,1
에요,Josa,2,1
에요,Josa,4,4
에요,Josa,5,24
에의,Josa,5,1
에이,Noun,5,2
에코,Noun,5,1
에티듀드하,Noun,5,1
에프,Noun,5,1
에프킬라,Noun,2,1
엑,Exclamation,4,1
엑,Exclamation,5,1
엑셀,Noun,5,1
엔,Foreign,5,1
엔,Josa,1,8
엔,Josa,2,5
엔,Josa,3,9
엔,Josa,4,28
엔,Josa,5,72
엔틱,Noun,4,1
엘레,Noun,1,1
엘레베이터,Noun,1,2
엘레베이터,Noun,2,1
엘레베이터,Noun,3,2
엘레베이터,Noun,4,1
엘레베이터,Noun,5,1
엘리베이터,Noun,1,1
엘리베이터,Noun,2,4
엘리베이터,Noun,3,3
엘리베이터,Noun,4,2
엘리베이터,Noun,5,5
엘베,Noun,1,2
엘베,Noun,2,1
엘베,Noun,4,1
엘베,Noun,5,1
엠버,Noun,5,3
여,Josa,1,2
여,Josa,3,4
여,Josa,4,2
여,Josa,5,19
여,Modifier,2,2
여,Modifier,3,2
여,Modifier,4,3
여,Modifier,5,20
여,Noun,1,3
여,Noun,2,2
여,Noun,3,1
여,Noun,5,6
여겨,Verb,5,1
여겨지,Verb,5,1
여겨집니다,Verb,3,1
여고,Noun,5,1
여관,Noun,1,1
여권,Noun,5,1
여기,Noun,1,8
여기,Noun,2,5
여기,Noun,3,1
여기,Noun,4,11
여기,Noun,5,54
여기는,Verb,1,1
여기는,Verb,3,1
여기는,Verb,4,1
여기는,Verb,5,5
여기오길,Verb,5,1
여기있는,Verb,1,1
여기저기,Noun,4,2
여기저기,Noun,5,13
여긴,Verb,1,1
여긴,Verb,4,2
여긴,Verb,5,5
여깁니다,Verb,5,1
여느,Noun,3,1
여느,Noun,4,1
여니,Noun,1,1
여러,Modifier,1,2
여러,Modifier,2,3
여러,Modifier,4,4
여러,Modifier,5,28
여러,Noun,1,3
여러,Noun,2,1
여러,Noun,3,1
여러,Noun,4,2
여러,Noun,5,24
여러가지,Noun,3,1
여러가지,Noun,4,3
여러가지,Noun,5,16
여러분,Noun,4,1
여러분,Noun,5,4
여럿,Noun,1,1
여럿,Noun,2,1
여럿,Noun,5,1
여름,Noun,1,2
여름,Noun,2,2
여름,Noun,3,1
여름,Noun,4,16
여름,Noun,5,48
여름방학,Noun,5,2
여름철,Noun,4,1
여부,Noun,2,1
여부,Noun,4,1
여부,Noun,5,1
여분,Noun,5,1
여서,Josa,1,2
여서,Josa,3,4
여서,Josa,4,8
여서,Josa,5,28
여서,Noun,5,1
여성,Noun,2,1
여성,Noun,4,1
여성,Noun,5,1
여운,Noun,5,1
여유,Noun,2,1
여유,Noun,3,3
여유,Noun,4,8
여유,Noun,5,24
여유롭게,Verb,5,9
여유롭긴,Verb,4,1
여유롭다,Verb,5,1
여유롭지,Verb,4,1
여자,Noun,1,2
여자,Noun,2,2
여자,Noun,4,2
여자,Noun,5,6
여자친구,Noun,5,4
여전히,Adjective,3,1
여전히,Adjective,4,2
여전히,Adjective,5,5
여정,Noun,5,2
여지,Noun,1,1
여지,Noun,4,1
여지,Noun,5,1
여직원,Noun,1,3
여직원,Noun,5,1
여쭈어,Verb,5,2
여쭤,Verb,3,1
여쭤,Verb,5,3
여친,Noun,5,1
여타,Noun,4,1
여탕,Noun,2,1
여태,Noun,3,1
여태,Noun,4,1
여태,Noun,5,1
여파,Noun,5,4
여하간,Adverb,4,1
여행,Foreign,5,2
여행,Noun,1,25
여행,Noun,2,3
여행,Noun,3,17
여행,Noun,4,78
여행,Noun,5,441
여행,Noun,8,1
여행가,Noun,1,1
여행가,Noun,5,5
여행객,Noun,3,1
여행객,Noun,4,2
여행객,Noun,5,8
여행기,Noun,5,1
여행사,Noun,1,1
여행사,Noun,4,1
여행자,Noun,5,3
여행지,Noun,4,1
여행지,Noun,5,5
역,Noun,2,1
역,Noun,5,1
역대,Noun,1,1
역류,Noun,1,1
역쉬,Noun,5,1
역시,Noun,1,1
역시,Noun,2,3
역시,Noun,3,3
역시,Noun,4,3
역시,Noun,5,47
역은,Adjective,5,1
연,Modifier,3,1
연,Modifier,4,1
연,Modifier,5,7
연,Noun,3,1
연,Noun,4,1
연,Noun,5,9
연결,Noun,1,5
연결,Noun,2,1
연결,Noun,3,4
연결,Noun,4,6
연결,Noun,5,18
연결하고,Adjective,1,1
연결하려면,Adjective,1,1
연기,Noun,1,2
연기,Noun,3,1
연도,Noun,5,1
연락,Noun,1,5
연락,Noun,2,2
연락,Noun,3,3
연락,Noun,4,1
연락,Noun,5,4
연락처,Noun,1,3
연락처,Noun,5,1
연령,Noun,4,2
연말,Noun,2,2
연말,Noun,5,4
연못,Noun,3,1
연보,Noun,5,1
연속,Noun,2,1
연속,Noun,5,1
연식,Noun,4,2
연인,Noun,4,3
연인,Noun,5,7
연장,Noun,1,1
연장,Noun,4,1
연주,Noun,5,6
연착,Noun,5,1
연초,Noun,5,1
연휴,Noun,4,1
연휴,Noun,5,6
열,Modifier,1,3
열,Modifier,3,1
열,Modifier,4,4
열,Modifier,5,7
열,Noun,1,2
열,Noun,2,1
열,Noun,3,2
열,Noun,5,3
열고,Verb,1,1
열고,Verb,3,1
열고,Verb,5,2
열광하는,Adjective,5,1
열기,Noun,4,1
열려서,Verb,5,1
열려있는것과,Verb,4,1
열려있었다네요,Verb,1,1
열리고,Verb,5,1
열리는거,Verb,5,1
열리던,Verb,5,1
열리면,Verb,5,1
열린,Verb,1,1
열린,Verb,3,1
열린것처럼,Verb,4,1
열립니다,Verb,3,1
열면,Verb,5,4
열쇠,Noun,3,1
열쇠,Noun,4,1
열심히,Adverb,5,4
열악함,Adjective,1,1
열어,Verb,4,2
열어놓고,Verb,5,1
열어서,Verb,5,1
열었을,Verb,5,1
열으라는,Verb,1,1
열정,Noun,5,1
열지,Verb,3,1
열지,Verb,5,1
열지를,Verb,5,1
열탕,Noun,5,1
염려,Noun,4,1
염분,Noun,5,1
염소,Noun,5,2
엽서,Noun,4,2
엽서,Noun,5,1
엿,Modifier,3,2
엿,Modifier,4,1
엿,Modifier,5,3
엿,Noun,1,1
였,Verb,5,4
였거든요,Verb,5,1
였고,Verb,2,1
였고,Verb,3,2
였고,Verb,4,4
였고,Verb,5,11
였고요,Verb,5,1
였구요,Verb,5,1
였기에,Verb,5,2
였나,Verb,5,1
였네요,Verb,5,4
였는데,Verb,1,2
였는데,Verb,2,1
였는데,Verb,3,1
였는데,Verb,4,12
였는데,Verb,5,20
였는데도,Verb,5,1
였는데요,Verb,5,1
였는지,Verb,1,1
였다,Verb,3,1
였다,Verb,4,4
였다,Verb,5,11
였다고,Verb,5,2
였답니다,Verb,5,2
였던,Verb,1,1
였던,Verb,3,1
였던,Verb,5,4
였던걸,Verb,1,1
였습니다,Verb,1,2
였습니다,Verb,2,1
였습니다,Verb,3,3
였습니다,Verb,4,13
였습니다,Verb,5,44
였어요,Verb,1,4
였어요,Verb,2,2
였어요,Verb,3,5
였어요,Verb,4,6
였어요,Verb,5,37
였였습니다,Verb,5,1
였으나,Verb,5,2
였으며,Verb,3,1
였으며,Verb,5,1
였으면,Verb,1,1
였을,Verb,3,1
였음,Eomi,1,1
였음,Eomi,3,1
였음,Verb,2,1
였음,Verb,3,2
였음,Verb,4,1
였지,Verb,3,1
였지만,Verb,3,1
였지만,Verb,4,3
였지만,Verb,5,4
영,Modifier,1,1
영,Modifier,3,1
영,Modifier,4,2
영,Modifier,5,7
영,Noun,1,1
영,Noun,4,1
영,Noun,5,1
영도,Noun,4,1
영도,Noun,5,2
영상,Noun,4,1
영상,Noun,5,1
영수증,Noun,1,1
영양,Noun,5,3
영어,Noun,4,1
영어,Noun,5,2
영업,Noun,1,3
영업,Noun,2,1
영업,Noun,4,1
영업,Noun,5,2
영역,Noun,2,1
영종도,Noun,5,1
영주,Noun,5,1
영향,Noun,4,1
영향,Noun,5,2
영화,Noun,1,1
영화,Noun,5,1
영화상,Noun,5,1
옆,Noun,1,6
옆,Noun,2,4
옆,Noun,3,6
옆,Noun,4,18
옆,Noun,5,37
옆구리,Noun,4,1
옆방,Noun,1,5
옆방,Noun,2,3
옆방,Noun,3,4
옆방,Noun,4,5
옆방,Noun,5,1
옆임,Noun,4,1
예,Modifier,1,5
예,Modifier,5,11
예,Modifier,8,1
예,Noun,2,1
예,Noun,3,3
예,Noun,4,3
예,Noun,5,1
예민,Noun,5,1
예민하면,Adjective,5,1
예민하신,Adjective,1,1
예민하지,Adjective,2,1
예민하지,Adjective,4,1
예민한,Adjective,3,1
예민한,Adjective,4,1
예민한,Adjective,5,1
예민한데,Adjective,2,1
예민해서,Adjective,5,1
예비,Noun,4,1
예뻐,Adjective,5,1
예뻐서,Adjective,4,1
예뻐서,Adjective,5,3
예뻐요,Adjective,4,1
예뻐요,Adjective,5,1
예뻐지고,Adjective,5,1
예뻤고,Adjective,5,2
예뻤답니다,Adjective,5,1
예뻤던,Adjective,4,1
예뻤습니다,Adjective,5,2
예뻤어요,Adjective,4,1
예뻤어요,Adjective,5,3
예뻤으나,Adjective,4,1
예뻤음,Adjective,3,1
예쁘게,Adjective,4,1
예쁘게,Adjective,5,2
예쁘고,Adjective,3,1
예쁘고,Adjective,4,2
예쁘고,Adjective,5,4
예쁘나,Adjective,3,1
예쁘나,Adjective,4,1
예쁘다,Adjective,3,1
예쁘다고,Adjective,5,2
예쁘더라고요,Adjective,5,1
예쁘더라구요,Adjective,5,2
예쁘셔서,Adjective,5,1
예쁘죠,Adjective,5,1
예쁜,Adjective,4,1
예쁜,Adjective,5,11
예쁜데,Adjective,5,1
예쁨,Adjective,5,1
예쁩니다,Adjective,1,1
예쁩니다,Adjective,5,1
예산,Noun,3,1
예산,Noun,5,1
예상,Noun,3,1
예상,Noun,5,2
예술,Noun,3,1
예술,Noun,4,2
예술,Noun,5,2
예식장,Noun,2,1
예약,Noun,1,31
예약,Noun,2,14
예약,Noun,3,10
예약,Noun,4,41
예약,Noun,5,103
예약,Noun,8,1
예요,Josa,1,2
예요,Josa,3,1
예요,Josa,4,10
예요,Josa,5,29
예의,Noun,5,1
예전,Noun,1,1
예전,Noun,4,3
예전,Noun,5,8
예정,Noun,1,4
예정,Noun,2,1
예정,Noun,3,2
예정,Noun,4,2
예정,Noun,5,34
옛,Adverb,3,1
옛날,Noun,2,1
옛날,Noun,4,1
옛날,Noun,5,1
오,Modifier,1,6
오,Modifier,2,2
오,Modifier,3,1
오,Modifier,4,2
오,Modifier,5,7
오,Noun,1,1
오,Noun,4,1
오가는,Verb,5,3
오감,Noun,5,1
오거,Noun,2,1
오거,Noun,3,1
오거리,Noun,4,1
오건,Noun,4,2
오게,Verb,4,3
오게,Verb,5,20
오게되,Verb,5,3
오게요,Verb,5,1
오겠다,Verb,5,1
오겠습니다,Verb,5,5
오고,Verb,1,1
오고,Verb,4,5
오고,Verb,5,49
오고싶네요,Verb,4,2
오고싶네요,Verb,5,5
오고싶다,Verb,5,2
오고싶다고,Verb,2,1
오고싶습니다,Verb,5,1
오고싶어요,Verb,1,1
오고싶어요,Verb,4,1
오고싶어요,Verb,5,5
오고싶은,Verb,5,4
오고싶을만큼,Verb,5,1
오기,Noun,3,2
오기,Noun,4,8
오기,Noun,5,15
오긴,Verb,5,1
오길,Verb,5,2
오느라,Verb,4,1
오는,Modifier,5,2
오는,Verb,2,1
오는,Verb,3,2
오는,Verb,4,1
오는,Verb,5,7
오는거,Verb,5,1
오는거라,Verb,5,1
오는게,Verb,5,1
오는데,Verb,5,4
오늘,Noun,1,1
오늘,Noun,4,2
오늘,Noun,5,5
오늘이,Noun,5,1
오니,Noun,1,1
오니,Noun,4,1
오니,Noun,5,3
오다,Verb,5,1
오더니,Verb,1,1
오던지,Verb,3,1
오드리,Noun,5,1
오라,Noun,4,1
오라,Noun,5,1
오락,Noun,5,1
오락가락,Noun,5,1
오락실,Noun,2,1
오락실,Noun,5,3
오래,Adverb,1,2
오래,Adverb,2,1
오래,Adverb,4,6
오래,Adverb,5,12
오래도록,Adverb,2,1
오래되고,Adjective,4,1
오래되긴,Adjective,4,1
오래되다,Adjective,3,1
오래되다,Adjective,4,1
오래되서,Adjective,1,1
오래되서,Adjective,5,1
오래되어,Adjective,2,1
오래되어서,Adjective,2,1
오래되어서,Adjective,5,1
오래되었고,Adjective,2,1
오래되었고,Adjective,5,1
오래되었긴,Adjective,5,1
오래되었으나,Adjective,4,1
오래되었지만,Adjective,4,4
오래되었지만,Adjective,5,1
오래되지,Adjective,5,5
오래된,Adjective,1,2
오래된,Adjective,2,3
오래된,Adjective,3,2
오래된,Adjective,4,3
오래된,Adjective,5,9
오래된거,Adjective,5,1
오래된건,Adjective,5,1
오래된듯,Adjective,4,1
오랜,Adverb,4,1
오랜,Modifier,2,1
오랜,Modifier,3,1
오랜,Modifier,4,6
오랜,Modifier,5,16
오랜만,Adverb,4,1
오랫,Modifier,5,4
오랫동안,Adverb,4,1
오랫동안,Adverb,5,2
오렌지,Noun,5,3
오려,Verb,3,1
오려고요,Verb,5,1
오려구요,Verb,4,2
오려구요,Verb,5,5
오로지,Adverb,3,1
오르내릴,Verb,4,1
오르막,Noun,5,1
오른다면,Verb,1,1
오른쪽,Noun,5,1
오름,Noun,4,3
오름,Noun,5,8
오리,Noun,5,1
오며가며,Verb,5,1
오면,Verb,4,6
오면,Verb,5,45
오물,Noun,1,2
오믈랫,Noun,5,1
오믈렛,Noun,5,1
오분,Noun,5,2
오브,Noun,5,1
오빠,Noun,5,1
오성,Noun,3,1
오성,Noun,4,1
오세요,Verb,5,3
오셔,Verb,1,1
오셔,Verb,5,1
오셔서,Verb,1,2
오셔서,Verb,5,3
오션,Noun,1,4
오션,Noun,2,4
오션,Noun,3,6
오션,Noun,4,21
오션,Noun,5,57
오셨는데,Verb,5,1
오셨습니다,Verb,5,1
오셨어요,Verb,5,1
오스카,Noun,5,1
오시,Noun,1,1
오시,Noun,3,1
오시,Noun,4,2
오시,Noun,5,1
오시기만,Verb,5,1
오시길,Verb,4,1
오시네요,Verb,5,1
오시는걸,Verb,4,1
오신,Noun,3,1
오신,Noun,4,1
오신,Noun,5,2
오신다면,Verb,4,1
오신다면,Verb,5,1
오실,Verb,5,2
오심,Noun,4,1
오십니다,Verb,5,1
오아시스,Noun,5,1
오염,Noun,1,1
오이,Noun,5,1
오일,Noun,5,2
오자,Noun,3,1
오자,Noun,4,1
오자,Noun,5,7
오전,Noun,3,1
오전,Noun,4,1
오전,Noun,5,10
오죠,Verb,5,1
오지,Noun,1,2
오지,Noun,4,1
오지,Noun,5,2
오직,Noun,2,1
오징어,Noun,5,1
오천원,Noun,5,2
오픈,Noun,1,4
오픈,Noun,2,2
오픈,Noun,3,1
오픈,Noun,4,6
오픈,Noun,5,28
오픈특,Noun,5,1
오픈할떄,Noun,3,1
오해,Noun,3,1
오후,Noun,3,3
오후,Noun,4,3
오후,Noun,5,5
오히려,Noun,2,2
오히려,Noun,4,5
오히려,Noun,5,17
옥,Noun,5,2
옥상,Noun,1,1
옥상,Noun,4,3
옥상,Noun,5,5
옥외,Noun,3,1
온,Modifier,2,1
온,Modifier,4,26
온,Modifier,5,61
온,Noun,1,6
온,Noun,3,3
온,Noun,4,5
온,Noun,5,24
온거,Verb,5,1
온거라,Verb,5,1
온건데,Verb,2,1
온것,Verb,4,1
온것도,Verb,5,1
온기,Noun,5,1
온나라,Noun,5,1
온다고,Verb,2,1
온다면,Verb,2,1
온다면,Verb,4,5
온다면,Verb,5,9
온대,Noun,5,1
온도,Noun,1,2
온도,Noun,2,2
온도,Noun,3,3
온도,Noun,4,1
온도,Noun,5,25
온돌,Noun,1,2
온돌,Noun,2,1
온돌,Noun,4,5
온돌,Noun,5,13
온돌룸,Noun,4,3
온돌룸,Noun,5,2
온돌방,Noun,1,1
온돌방,Noun,2,2
온돌방,Noun,4,6
온돌방,Noun,5,7
온듯,Verb,5,1
온라인,Noun,5,1
온수,Noun,2,1
온수,Noun,3,1
온수,Noun,4,4
온수,Noun,5,11
온전히,Verb,5,3
온천,Noun,4,5
온천,Noun,5,5
온화하다,Adjective,5,1
올,Modifier,1,1
올,Modifier,2,2
올,Modifier,3,3
올,Modifier,4,5
올,Modifier,5,26
올,Verb,3,1
올,Verb,4,7
올,Verb,5,31
올거,Verb,1,1
올거,Verb,5,3
올거에요,Verb,4,1
올거에요,Verb,5,3
올거예요,Verb,5,1
올것,Verb,1,1
올것,Verb,2,1
올것,Verb,5,4
올게,Verb,5,2
올게요,Verb,4,2
올게요,Verb,5,9
올꺼고,Verb,5,1
올꺼에요,Verb,5,2
올꺼예요,Verb,5,1
올께요,Verb,5,5
올께용,Verb,5,1
올드,Noun,3,2
올드,Noun,5,2
올드스쿨,Noun,1,1
올드함,Noun,1,1
올라,Verb,5,1
올라가기가,Verb,4,1
올라가는,Verb,4,1
올라가는걸,Verb,5,1
올라가니,Verb,1,1
올라가라고,Verb,1,1
올라가라고,Verb,2,1
올라가면,Verb,4,1
올라가서,Verb,1,1
올라가요,Verb,2,2
올라가자마자,Verb,1,1
올라갔는데,Verb,5,1
올라서,Verb,4,1
올라오고,Verb,2,1
올라오구요,Verb,1,2
올라오는,Verb,5,1
올라오더군요,Verb,4,1
올라와서,Verb,4,2
올라와서,Verb,5,1
올라와야,Verb,5,1
올라왔는데,Verb,5,1
올라왔습니다,Verb,3,1
올랍니다,Verb,5,1
올레,Noun,4,2
올레,Noun,5,6
올레길,Noun,3,1
올레길,Noun,4,2
올레길,Noun,5,6
올려,Verb,1,2
올려,Verb,5,3
올려구요,Verb,5,2
올려놓은,Verb,1,1
올려서,Verb,5,1
올려주신,Verb,5,1
올려준,Verb,5,1
올려준다는,Verb,5,1
올리고,Verb,1,1
올리네요,Verb,5,1
올릴,Verb,1,1
올릴게요,Verb,5,1
올림,Verb,5,1
올수,Verb,5,1
올수있고,Verb,5,1
올수있었어요,Verb,5,1
올여름,Noun,5,2
올인,Noun,5,2
올인원,Noun,5,1
올킬했,Noun,5,1
올해,Noun,4,1
올해,Noun,5,6
옮겨놓고,Verb,5,1
옮겨야하나,Verb,5,1
옮겨주거나,Verb,4,1
옮겨주셨던,Verb,4,1
옮겨주셨습니다,Verb,5,1
옮겨주셨어요,Verb,4,1
옮겨주시겠다며,Verb,5,1
옮겨주시고,Verb,5,2
옮겨주시며,Verb,5,2
옮겨지게,Verb,5,1
옮겼네요,Verb,1,1
옮겼습니다,Verb,1,1
옮겼습니다,Verb,5,1
옮기겠다고,Verb,1,1
옮기고,Verb,8,1
옮기긴,Verb,5,1
옮기는,Verb,5,1
옮기는게,Verb,5,1
옮기려,Verb,5,1
옮기려고,Verb,5,2
옮길,Verb,5,1
옴,Noun,1,5
옴,Noun,4,3
옵니다,Eomi,5,2
옵션,Noun,1,1
옵션,Noun,2,1
옵션,Noun,4,1
옵션,Noun,5,2
옷,Noun,1,3
옷,Noun,3,2
옷,Noun,5,1
옷장,Noun,1,2
옷장,Noun,3,1
옷장,Noun,4,2
옷장,Noun,5,1
옹포,Noun,4,1
와,Josa,1,22
와,Josa,2,4
와,Josa,3,16
와,Josa,4,76
와,Josa,5,261
와,Verb,1,5
와,Verb,4,4
와,Verb,5,16
와는,Josa,5,3
와도,Josa,4,2
와도,Josa,5,14
와로운,Verb,5,1
와서,Verb,2,1
와서,Verb,3,4
와서,Verb,4,6
와서,Verb,5,44
와야,Verb,5,1
와야겠다,Verb,5,1
와야겠습니다,Verb,5,1
와야겠어,Verb,5,1
와야겠어요,Verb,5,7
와야죠,Verb,5,1
와의,Josa,4,1
와의,Josa,5,5
와이파이,Noun,2,1
와이파이,Noun,3,1
와이파이,Noun,4,3
와이파이,Noun,5,1
와이프,Noun,1,1
와이프,Noun,4,1
와이프,Noun,5,13
와인,Noun,4,1
와인,Noun,5,9
와있는듯,Verb,4,1
와있음,Verb,1,1
와주셔서,Verb,5,1
와중,Noun,1,1
와중,Noun,2,1
와중,Noun,5,4
완,Noun,5,1
완료,Noun,4,1
완료,Noun,5,1
완벽,Noun,5,4
완벽하게,Adjective,4,2
완벽하고,Adjective,5,1
완벽하네요,Adjective,5,2
완벽하다,Adjective,5,1
완벽하였고,Adjective,5,1
완벽하지만,Adjective,4,1
완벽한,Adjective,4,1
완벽한,Adjective,5,10
완벽한건,Adjective,5,1
완벽함,Adjective,5,1
완벽합니다,Adjective,5,4
완벽해,Adjective,5,1
완벽해서,Adjective,5,2
완벽해요,Adjective,4,1
완벽해요,Adjective,5,2
완벽해진,Adjective,5,1
완벽했고,Adjective,5,2
완벽했던,Adjective,5,1
완벽했습니다,Adjective,5,3
완벽했어요,Adjective,5,1
완벽히,Adjective,4,1
완비,Noun,4,1
완비,Noun,5,1
완성,Noun,5,1
완전,Noun,1,1
완전,Noun,2,1
완전,Noun,4,6
완전,Noun,5,30
완전하게,Adjective,4,1
완전히,Adjective,4,2
완제,Noun,3,1
완젼,Noun,4,1
완젼,Noun,5,1
완추,Noun,5,1
왈,Noun,1,1
왓,Noun,2,1
왓,Noun,5,5
왓습니,Noun,5,1
왔,Verb,5,1
왔거든요,Verb,5,1
왔구나,Verb,5,1
왔구요,Verb,4,1
