no,nickname,text,score,like,time,hotel,grade,stay
1025,이광수,"중문에서 숙박만을 목적으로 한다면 괜찮은 선택이 될 수 있습니다. 가성비 면에서 좋습니다. 청소나 어매니티, 컴플리먼트 매일 성의있게 잘 관리해주시고 요청사항도 즉각즉각 응답됩니다.",5,0,2020.05,스위트 호텔 제주,5,2020.04
1026,namop456,담엔 연박으로 이용할 예정이야요 테라스에서 맥주먹기 딱좋았고 체크아웃할때 호텔리어 분들이 인사 해주셔서 기분좋았음,5,0,2020.04,스위트 호텔 제주,5,2020.04
1027,eileen1416,"부모님과 저, 그리고 38개월 아이 데리고 다녀왓어요. 패밀리 풀 룸에서 실컷 놀고, 바비큐 가서 먹고, 그리고 조식도 먹고... 정말 힐링하다가 왔습니다. 물 높이가 아기 가슴-어깨 사이 정도이고 따끈하여서 정말 잘 놀다 왔습니다.",5,0,2020.04,스위트 호텔 제주,5,2020.04
1028,ttl6870,스위트 호텔에서 10분거리에 있는 '천제연 폭포'에 가 보시길 추천합니다. 아름다운 풍경을 보실 수 있어요. 가시는 길에 스타벅스 제주중문점도 잠시 쉬며 커피 마시기에 좋아요.,5,0,2020.04,스위트 호텔 제주,5,2020.04
1029,cky331,5성급치고는 낮은느낌이지만 가격대비 만족도는 높다고생각됨. 위치도 좋고 서비스도 양호하고 편하게 쉬다가 떠날수있다고 생각됨,4,0,2020.04,스위트 호텔 제주,5,2020.04
1030,daehin0412,1층 패밀리 테라스 룸사용했는데 테라스가 너무좋아요 밖에서 보이면 민망한데 나무들이 있는 정원이라 지나가는 사람도 없고 조용하고 넘좋았어요 특히 룸마다 정수기가 있어서 따로 물살필요없어서 짱입니다,5,0,2020.04,스위트 호텔 제주,5,2020.04
1031,parisnocturn,"가격대비 특별히 어디가 좋지도 나쁘지고 않은 호텔입니다. 5성급이라는걸 고려하면 가성비 좋은 호텔이네요. 아침은 특별한것 없는 유럽식 호텔 조식입니다. 유제품류의 맛은 좀 떨어지지만요. 서비스는 흠잡을 곳 없습니다만, 방에 날파리가 매우 많았습니다. 정원과 거리가 있는 2층 방을 사용하였고 창문도 모두 닫아두었는데 이틀내내 하루에 10마리가 넘는 날파리들을 잡았네요. 세면대 아래 하수구에서 나오는 듯 해서 제가 묵은 방만의 문제는 아닐 듯 합니다.",3,0,2020.04,스위트 호텔 제주,5,2020.04
1032,cmlim4000,직원분들의 친철함도 좋고 호텔 1층 바도 좋았으며 객실도 깨끗하고 좋았습니다. 코로나로 힘들실텐데 직원분들도 모두 건강 조심하세요.,5,0,2020.04,스위트 호텔 제주,5,2020.04
1033,ebbndeer09,"직원들 모두 친절했고, 침구류도 쾌적했으며, 방안 온도 유지도 잘 되었습니다. 한가지 아쉬운 점은 테라스의 의자와 테이블이 지저분 했어요,, 테라스에 천장이 뚫려있기 때문인거 같았는데, 그렇다면 천 소재의 소파를 아예 두지 않는 편이 좋지 않을까요? 테이블이나 다른 의자도 펜션 같은데서나 볼 수 있는,,, 사용하지는 않았지만, 다음에 지인가족과 함께 다시 방문하고 싶은데, 그때는 개선이 되어 있으면 좋갰습니다. 조식도 부담스럽지 않고, 깔끔했습니다.",5,0,2020.04,스위트 호텔 제주,5,2020.04
1034,mysuk0416,공항에서 공항리무진버스를 타면 호텔정문도착으로 우리가족 휴식과 힐링이 시작 되었습니다..호텔앞버스정류장서 버스로 올레시장도 다녀오고 근처 산책도 하며 카페서 책과 음악으로 각자의 휴식을 취하며 너무 잘 보내고 왔네요. 호텔접근성이 좋고 직원분들은 친절 했으며 청소상태도 좋았습니다.. 다음여행때도 이용할것 같아요,5,0,2020.04,스위트 호텔 제주,5,2020.04
1035,이진희,중문에 위치한 가성비 좋은 깨끗한호텔 스위트호텔에서 너무 편안하고 기분좋게 숙박하였습니다. 남유주매니저님의 매우친절한 호텔소개로 감동받았습니다. 다음에는 아들들과 꼭 스위트호텔에서 숙박하려고 합니다. 남유주매니저님 덕분에 즐거운 제주도 힐링여행이 되었습니다. 다음에 제주도 에서 꼭 다시뵙길 바랍니다,4,4,2020.03,스위트 호텔 제주,5,2020.03
1036,b0risu34,가격대비 시설 깨끗하고 좋아요~ 스파나 오일 마시지도 저렴하구 좋구 피자도 가격대비 맛있구 좋았습니다. 스위트호텔 작지만 전반적으로 깨끗하고 이용하기 편리한 호텔이었습니다.,5,0,2020.03,스위트 호텔 제주,5,2020.03
1037,lovecat5,머무는 숙소. 테라스가 너무 이쁘고 객실이 청결하고 침구 상태도 좋음 그러나 매년 갈때마다 테라스 곰팡이가 늘어나는 것 같음 이 시기에 모기가 날라다녀 밤새 잡느라 잠을 못잠 심지어 물렸는데 트러블이 있음,3,0,2020.03,스위트 호텔 제주,5,2020.03
1038,dmsun71,객실 입실시간전에 도착하였는데 우선정리된 객실로 안내해 주셔서 감사합니다. 아침일찍 일정을 시작하여 부모님이 조금 힘들어 하셔서 휴식이 필요했는데 일찍 입실하여 휴식을 취할수 있어 좋았으며 직원분들이 친절히 잘해주셔서 편안한 휴식 취하고 돌아 왔습니다. 수고들하시고 다음에 기회되면 다시 방문 드리겠습니다.,4,0,2020.02,스위트 호텔 제주,5,2020.02
1039,hyonju0509,서귀포에 위치해 있는 호텔 중 가격대비 위치도 좋고 호텔시설도 아주 좋아보여 예약 했었는데 정말로 아주 좋았습니다^^ 코로나에 대비하려는 자세가 보여서 전날 묵은 속소에 비해 믿음직 스러웠고 창밖 뷰도 예뻤답니다. 저희 엄마가 창밖 풍경이 너무 예쁘다고 프로필 사진까지 해 놓을 정도였답니다 ㅋㅋ 다음 제주 서귀포에 온다면 또 예약 할 것 같아요.,5,0,2020.02,스위트 호텔 제주,5,2020.02
1040,minalee0303,아주 넓고 높은 건물은 아니었지만 아담하고 초근한 느낌이 있었다. 가족단위로 오면 바깥에 바비큐 시설이 있어서 이용할 수도 있고 여름엔 수영장도 이용할 수 있다. 오래되었지만 꾸준히 잘 관리하고 있는 느낌.,4,0,2020.02,스위트 호텔 제주,5,2020.02
1041,ssss1724,1층 테라스가 있는 방으로 일부러 예약을 했는데 눈이 오거나 비가오면 사용하지 못하는데.. 그럼 그 방을 예약하는 의미가 없지 않나.. 그럴거면 일반 더 저렴한 방으로 예약했을텐데 하는 안타까움이 들었네요,2,0,2020.02,스위트 호텔 제주,5,2020.02
1042,whfox5300,"가족 4인은 딱이라고 봅니다. 패밀리 테리스 룸을 예약 해서 2층침대와 더블을 사용, 편한게 사용 했습니다. 조금 아쉬운 부분은 테라스의 쇼파는 없는게 나을 거 같습니다",4,0,2020.02,스위트 호텔 제주,5,2020.02
1043,sonhs2020,신라호텔과 롯데호텔 사이에 있어서 양 호텔을 구경하기도 좋습니다. 스위트호텔에서 편의점도 붙어있어서 편리합니다. 중문관광단지 내에 있어서 위치도 편리하구요. 다만 스위트호텔은 거의 잠만 자는 용도로 사용한 측면이 있습니다.,4,0,2020.02,스위트 호텔 제주,5,2020.01
1044,hye722,옆에 편의점도 있어서 간단히 뭐 사러나갈때 편해요. 객실에 와이파이는 다른 펜션이나 이런 숙소보다는 빵빵하지 않았구요(카톡은 문제없으나 뭐 보거나하면 시간걸리는정도),3,0,2020.02,스위트 호텔 제주,5,2020.01
1045,kimy0ngje0ng,저희 애들이 4명이어서 객실이 너무 좋았습니다 여름에 꼭 다시 오고 싶네요 제가 묵었던 객실 가격이 어떻게 될지 걱정이네요,5,0,2020.01,스위트 호텔 제주,5,2020.01
1046,hestia926,롯데호텔과 신라호텔 사이의 중문단지에 위치하고 호텔옆에 편의점이 붙어있음. 주변에 식당이나 박물관이 많아 호텔에서 차 안타고도 놀러나갈 수 있음.,5,0,2020.01,스위트 호텔 제주,5,2020.01
1047,osm8812,객실은 사진으로 보는 것보다는 조금 작았지만 지내다보니 좁다라는 생각이 없었어요. 티비 리모컨은 작동이 잘 안되다보니 호텔측에서 체크해주셔야할 듯합니다. 서비스는 짱입니다. 청소해주시는 분도 완전 친절하시고 깨끗하게 해주셨어요.,5,0,2020.01,스위트 호텔 제주,5,2020.01
1048,yde0404,도착했을 때 호텔 외관에 꾸며놓은 불빛이 너무 예뻤습니다. 객실도 제가 생각했던 것보다 깨끗하고 넓었습니다. 잠도 따뜻하고 편하게 잘 잤습니다. 객실 내 정수기가 있었던 것이 새로웠던 것 같네요^^ 위치도 좋아서 다음 제주도 여행하게 되면 또 이용할 계획입니다.,5,0,2020.01,스위트 호텔 제주,5,2020.01
1049,toplife999,좋은 곳도 더 많을 듯 합니다. 중문이라 여행하기는 좋을 듯 하지만요.. 생각보다 객실이나 사용할수 있는 좋은 공간들이 있지는 않았어요.,3,0,2020.01,스위트 호텔 제주,5,2020.01
1050,hyodo7,중문에 와서 가족과 함께 산책을 하고 비어바에서 맥주 한 잔 하면서 편안히 쉴 수 있어서 너무 좋았고 모든 시설이 청결하고 좋았습니다,5,0,2020.01,스위트 호텔 제주,5,2020.01
1051,zzanglk,청결 부분에 조금의 아쉬움이 있습니다. 주차장이 조금 협소하고 편의점의 규모가 너무 작아서 생수만 사기에 적합합니다.. 그외 다른 부분은 만족스럽습니다.,4,0,2020.01,스위트 호텔 제주,5,2020.01
1052,anpogi,"중문에 위치하고 바닷가 가까워요., 객식도 깨끗하고, 아침 조식이 아주 좋아요. 전밙적으로 만족합니다. 가격대비 추천합니다. 직원분들도 친절합니다.",5,0,2020.01,스위트 호텔 제주,5,2020.01
1053,grayyouknow,"먼지나 머리카락에 꼼꼼한 편이라 카페트 이불등을 자세히 들여다보며 머리카락 청소했네요. 복층이었는데 계단에도 머리카락이 있긴했어요. 사이즈는 4-5인도 쓸수 있겠어요. 복층엔 마루바닥이고, 아랫층엔 카페트였는데 침대가 킹?사이즈?LK사이즈보다 훨 컷으니 2미터 이상은 되는거 같았구요. 복층에 있는 침대는 퀸정도?였습니다. 티비도 아랫층 위층 둘다 있구요.",4,0,2020.01,스위트 호텔 제주,5,2019.12
1054,sos9123,"추운날이었는데 난방이 잘되서 너무 좋았습니다. 청결상태가 조금 아쉬웠지만, 전반적으로 만족스러운 호텔이었습니다. 다음에 또 방문의사 있습니다.",4,0,2020.01,스위트 호텔 제주,5,2020.01
1055,oh2281,"모두가 친절하고, 특히 아침식사도 너무 좋았습니다. 물론 깨끗하고. 제주를 2박일정으로 방문했는데, 2박모두를 스위트호텔로 안한것을 후외 했습니다.",5,0,2020.01,스위트 호텔 제주,5,2020.01
1056,toyrabbit87,"1월9일 목요일 새벽에 아내가 체를 해서, 한밤중에 프런트 직원분께 바늘을 빌릴 수 있는지 여쭈어봤는데 친절하게 키트로 주시고 24시 편의점위치와 안내까지 해주셔서 감사했습니다.",5,0,2020.01,스위트 호텔 제주,5,2020.01
1057,승민 정,친절하시고 청결도 만족. 더쇼어랑 신라 등등 가까이 있어서 산책로도 좋고 다 좋은데 주차장이 부족해서 저녁이후에 들어오면 길에다 주차해야돼요. 그거 말곤 다 만족이었어요,4,0,2020.01,스위트 호텔 제주,5,2020.01
1058,jkoymh,인테리어도 진짜좋고 공간도 넓고 특히 침대사이즈가 엄청커서 진짜 편했어요 근데 후기에 사람들의 평처럼 욕실 세면대 곰팡이때문에 별한개 뺍니다 나머진 진짜좋았어요,4,0,2020.01,스위트 호텔 제주,5,2020.01
1059,drhoam15,해가 바뀌는 시간을 제주에서 힐링하기 위해 방문함. 스위트호텔은 몇년전보다 리모델링한뒤라 너무 깨끗하고 아담한 공간이었습니다.또한 투숙객은 식당이나 다른제반 시설이용시 모두 10%할인 혜택을 받았습니다. 3층규모의 높이지만 산뜻하게 리모델링한 승강기부터 깨끗한 느낌을 받았고 숙박하는 동동안 직원들의 친절한 응대에 다시 한번더 찾고 싶은 호텔 기억됩니다.,5,1,2020.01,스위트 호텔 제주,5,2020.01
1060,olym99,크리스마스때 10만원대의 5성호텔에서 이미 게임 끝.. 시설이나 서비스는 크게 기대하지 않고 갔지만 침대도 너무 편했고 웬만한 시설 잘 갖춰져 있었고 무엇보다 직원들이 친절하고 서비스가 좋았습니다. 너무 만족합니다.,5,0,2019.12,스위트 호텔 제주,5,2019.12
1061,chandonk,"가족들이 편안하게 쉬기에 좋은 호텔이다/ 아이 젖먹이 때 왔다가 좋은 기억에 15년만에 다시 왔는데, 더 나아진 것같아 기분이 좋았다.",5,0,2019.12,스위트 호텔 제주,5,2019.12
1062,kyg2003kr,와이프와 처음으로 제주 여행을 갔습니다. 좋은 시설에서 편하게쉬면서 좋은여행이 되었네요 특히 조식부분이 최고였습니다. 원래 계획은 조식은 간단하게 커피정도 하고 제주 음식으로 아침을 계획했다가 조식먹고 아침계획 모두 무산됬네요 다음에는 부모님 모시고 다시한번 가고싶은곳이였습니다.,5,0,2019.12,스위트 호텔 제주,5,2019.12
1063,jwppark,"2층침대 포함해서 4명이 숙박할수 있습니다. 바닥도 온돌이라 편했고, 히터가 아니라 건조하지 않아서 너무 좋았습니다. 조식도 신선하고 알차고 맛있었습니다.",5,0,2019.12,스위트 호텔 제주,5,2019.12
1064,ellykim0702,처음으로 작은딸과 단둘이 하는 여행. 먹는데 집중하고 잠은 좀 저렴한데서 자자 했는데 기대 이상으로 좋았어요. 앞 테라스는 가족과 함께 여름에는 더 좋을 듯해요.,5,0,2019.12,스위트 호텔 제주,5,2019.12
1065,heanarakim,깨끗하고 조용한 작은 규모의 숙박시설입니다 신라호텔 바로 옆에 있고 둘레길 산책하기 좋아요 테라스 룸에 묵었는데 너무 좋았어요 객실도 넓고 추천해요,5,0,2019.12,스위트 호텔 제주,5,2019.12
1066,Companion04161064143,집에 없던 2층 침대가 있어 아이들이 특이 좋아했습니다. 이틀 연박을 하면서 테라스를 이용하고싶었지만 밤 늦게부터 빗방울이 떨어지니 테라스 지붕에 틈들이 있어 비를 맞게되더라구요 다음날 밤은 갑자기 바람이 많이 불고 기온이 떨어져 이용을 못했어요 잘 이용 하지 못하고 온게 너무 아쉬웠습니다.,5,0,2019.12,스위트 호텔 제주,5,2019.12
